0,98.33333333333333
1,96.66666666666667
2,96.8
3,90.88888888888889
4,96.36363636363636
5,96.03174603174604
6,76.66666666666667
7,81.33333333333333
8,84.66666666666667
9,98.54166666666667
10,94.6969696969697
11,83.33333333333333
12,96.66666666666667
13,99.44444444444444
14,98.14814814814815
15,94.28571428571429
16,92.66666666666667
17,93.05555555555556
18,76.41025641025641
19,73.33333333333333
20,93.33333333333333
21,96.66666666666667
22,92.5
23,99.33333333333333
24,66.66666666666667
25,93.95833333333333
26,85.55555555555556
27,93.33333333333333
28,94.66666666666667
29,63.333333333333336
30,42.666666666666664
31,82.96296296296296
32,100.0
33,99.52380952380952
34,99.16666666666667
35,98.97435897435898
36,100.0
37,98.33333333333333
38,89.1304347826087
39,68.88888888888889
40,71.11111111111111
41,75.0
42,94.44444444444444
0,91.66666666666667
1,98.61111111111111
2,92.13333333333334
3,89.33333333333333
4,86.81818181818181
5,93.80952380952381
6,69.33333333333333
7,88.44444444444444
8,62.22222222222222
9,96.25
10,97.12121212121212
11,91.19047619047619
12,94.4927536231884
13,99.16666666666667
14,97.77777777777777
15,97.14285714285714
16,95.33333333333333
17,97.5
18,79.48717948717949
19,100.0
20,95.55555555555556
21,58.888888888888886
22,89.16666666666667
23,79.33333333333333
24,74.44444444444444
25,91.66666666666667
26,88.88888888888889
27,50.0
28,82.0
29,97.77777777777777
30,22.0
31,95.55555555555556
32,100.0
33,99.52380952380952
34,99.16666666666667
35,96.41025641025641
36,99.16666666666667
37,96.66666666666667
38,91.01449275362319
39,66.66666666666667
40,77.77777777777777
41,75.0
42,100.0
